iter	Logloss
126	0.04122694192
127	0.04087393296
128	0.04036410176
129	0.04008542643
130	0.03981638845
131	0.03965890444
132	0.03939620893
133	0.0391115512
134	0.03883955365
135	0.03865433887
136	0.03833357908
137	0.03794981311
138	0.03756483432
139	0.03718395346
140	0.03699241282
141	0.03678949525
142	0.03639751635
143	0.03621668202
144	0.03579601004
145	0.03539861401
146	0.03524241298
147	0.03512346405
148	0.03494124366
149	0.03463954397
150	0.03433359402
151	0.03409765479
152	0.03387046095
153	0.03376297883
154	0.03361284313
155	0.03352233794
156	0.0333317627
157	0.03307813647
158	0.03279840885
159	0.03266463034
160	0.03242427738
161	0.03204589726
162	0.03195077985
163	0.03182879422
164	0.03163536495
165	0.03145792919
166	0.03126552328
167	0.0309554116
168	0.03077194504
169	0.03059670919
170	0.03057873741
171	0.03042877945
172	0.03015544759
173	0.03003383451
174	0.02993893295
175	0.02970541229
176	0.02961653404
177	0.02960357635
178	0.02956642208
179	0.02929951262
180	0.02898756203
181	0.02889773167
182	0.02867350387
183	0.02849921044
184	0.02837423572
185	0.02816915216
186	0.02796296824
187	0.02783645546
188	0.02767907161
189	0.02748430895
190	0.02724738537
191	0.02703352475
192	0.02677648017
193	0.02656249959
194	0.0263995069
195	0.02612489263
196	0.02591745213
197	0.02579536192
198	0.02563882395
199	0.02549061461
200	0.02530867198
201	0.02505795953
202	0.02495538326
203	0.02478988111
204	0.02461729657
205	0.02443274993
206	0.02429687321
207	0.02417067528
208	0.02394009224
209	0.02378475838
210	0.02363560374
211	0.02362714743
212	0.02351263822
213	0.02340354148
214	0.02339570859
215	0.02338730265
216	0.02336821944
217	0.02323069689
218	0.02305006447
219	0.02291965266
220	0.02277867805
221	0.02269340169
222	0.02267967849
223	0.02266975225
224	0.0225517197
225	0.02248440699
226	0.02247446044
227	0.02236927317
228	0.02225099427
229	0.02210739084
230	0.02194345256
231	0.02177888786
232	0.0216288071
233	0.02143055039
234	0.02127638258
235	0.02121099886
236	0.0211046058
237	0.02099560511
238	0.02090465619
239	0.02088042714
240	0.02080882155
241	0.02076093537
242	0.0206158226
243	0.02045610059
244	0.02036147748
245	0.02023799811
246	0.02007692998
247	0.01997219496
248	0.01986893715
249	0.01981930423
250	0.01972067768
251	0.01966003232
252	0.01952549992
253	0.01936886708
254	0.0193187755
255	0.01923236168
256	0.01906316283
257	0.01904816048
258	0.01900803791
259	0.01900803705
260	0.01893313643
261	0.01892958919
262	0.01891822838
263	0.01873887377
264	0.01865329131
265	0.01853390203
266	0.01848314194
267	0.01838668549
268	0.01831247879
269	0.01822721287
270	0.01808385942
271	0.01801936352
272	0.01792701227
273	0.01792697056
274	0.01792695034
275	0.01782480115
276	0.01775366106
277	0.0177262581
278	0.01770584107
279	0.01761229414
280	0.01750417046
281	0.01746272059
282	0.01737641359
283	0.01730098816
284	0.01724335058
285	0.01723172176
286	0.01714869916
287	0.01704461701
288	0.01699074326
289	0.01692656996
290	0.0167599242
291	0.01672104172
292	0.01661188294
293	0.01661187471
294	0.01661187887
295	0.0166118605
296	0.01661184358
297	0.01661181382
298	0.01661180462
299	0.01661177654
300	0.01659753748
301	0.01659753575
302	0.01646245866
303	0.01636600487
304	0.01627315235
305	0.01626988317
306	0.0162075857
307	0.01612149014
308	0.0161214657
309	0.01612145903
310	0.01606510824
311	0.01600422394
312	0.01593305887
313	0.01586314633
314	0.01579286295
315	0.01572127281
316	0.0156165723
317	0.01560603888
318	0.01555102044
319	0.01554031145
320	0.01547948369
321	0.01544464933
322	0.01543098684
323	0.01538597773
324	0.0153580846
325	0.01525412023
326	0.01518772239
327	0.01506790969
328	0.01506129789
329	0.0150610416
330	0.01503357922
331	0.0150133549
332	0.01501312092
333	0.015010039
334	0.01495194696
335	0.01486212789
336	0.01477298501
337	0.01471666664
338	0.01466950525
339	0.01459895669
340	0.01454112107
341	0.01449782072
342	0.01445400762
343	0.01444033188
344	0.01438915205
345	0.01429396923
346	0.01424419333
347	0.01418487651
348	0.01416989651
349	0.01411091425
350	0.01405286375
351	0.01397867306
352	0.01397330355
353	0.01397326338
354	0.01390863822
355	0.01388495634
356	0.01383689477
357	0.01378457024
358	0.01377015191
359	0.01370458119
360	0.01370456732
361	0.01370454554
362	0.01370452596
363	0.01370451166
364	0.0136836527
365	0.0136215285
366	0.01359653909
367	0.01359650868
368	0.0135508978
369	0.01350087544
370	0.01348935275
371	0.01347251147
372	0.0134539723
373	0.01339154722
374	0.0133213639
375	0.01326543629
376	0.013200694
377	0.01317823725
378	0.01315916806
379	0.01309562398
380	0.0130398585
381	0.01299018578
382	0.01289775298
383	0.01288808711
384	0.01280098946
385	0.01275981151
386	0.0127137745
387	0.01267974978
388	0.01264417353
389	0.01262596318
390	0.01261092118
391	0.01257233662
392	0.0125181782
393	0.01247735998
394	0.01246087683
395	0.01244217615
396	0.01237737034
397	0.01235824905
398	0.01231867228
399	0.01227311733
400	0.01219382348
401	0.01214906423
402	0.01211595312
403	0.01210329371
404	0.01204858202
405	0.01201986447
406	0.01198490659
407	0.0119525195
408	0.01191094039
409	0.01185412105
410	0.01183354297
411	0.01178377769
412	0.01175038877
413	0.01170141278
414	0.01166742619
415	0.01162621039
416	0.01157680825
417	0.01153710544
418	0.01149432312
419	0.01145487038
420	0.01140872702
421	0.01139683624
422	0.01137465902
423	0.01134107246
424	0.01131143879
425	0.01127143024
426	0.01123466856
427	0.01120612714
428	0.01115048828
429	0.0111039463
430	0.01105364704
431	0.01102299964
432	0.01098458015
433	0.01091053675
434	0.0108748958
435	0.01083982384
436	0.01081806033
437	0.01077547872
438	0.01073845571
439	0.01072164249
440	0.0106950609
441	0.01066204454
442	0.01062681556
443	0.01057414967
444	0.01051827465
445	0.01047213688
446	0.01044950028
447	0.01042174165
448	0.01039239698
449	0.01036574484
450	0.01035436795
451	0.0103425776
452	0.01031952708
453	0.0102833436
454	0.01027097418
455	0.01024227714
456	0.0101830374
457	0.01014035626
458	0.01011123592
459	0.01006364462
460	0.01003294792
461	0.01000343391
462	0.009986051219
463	0.009986013853
464	0.009974224088
465	0.00995045376
466	0.009922328054
467	0.009882868988
468	0.009882858288
469	0.009860031988
470	0.009807254605
471	0.009781346293
472	0.009781313962
473	0.009741462728
474	0.009726104304
475	0.009705224544
476	0.009697290916
477	0.009649366538
478	0.009566340143
479	0.00954522249
480	0.009520574968
481	0.009501067465
482	0.009453858342
483	0.009411999969
484	0.009396509508
485	0.009359271845
486	0.009359231676
487	0.00934180834
488	0.009323088413
489	0.009306684074
490	0.009279544598
491	0.009246580805
492	0.00921547637
493	0.009215267185
494	0.009184317684
495	0.009167915484
496	0.009167823024
497	0.009148466785
498	0.00913667402
499	0.00909778483
